C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings,Infections,InfectionsRolling,Stringency,Date,CountryName,RegionName,PrescriptionIndex
3,1,2,4,2,0,0,4,2,3,2,0,514.8287319638639,464.067133054249,2.0586061801446407,2021-07-03,Belgium,,Plan 3
3,0,2,4,2,1,0,4,2,3,2,0,539.7139969002536,479.7988012670356,1.9452761341222868,2021-07-04,Belgium,,Plan 3
3,0,2,4,2,1,0,4,2,3,2,0,567.714920196471,498.8021186691177,1.9452761341222868,2021-07-05,Belgium,,Plan 3
3,0,2,4,2,1,0,4,2,3,2,0,598.6821848643823,520.8402235614484,1.9452761341222868,2021-07-06,Belgium,,Plan 3
3,0,2,4,2,1,0,4,2,3,2,0,632.5837076791171,545.8215234177101,1.9452761341222868,2021-07-07,Belgium,,Plan 3
3,0,2,4,2,1,0,4,2,3,2,0,669.4456490127461,573.7332205634356,1.9452761341222868,2021-07-08,Belgium,,Plan 3
3,0,2,4,2,1,0,4,2,3,2,0,709.3307783960137,604.6142812875496,1.9452761341222868,2021-07-09,Belgium,,Plan 3
3,0,2,4,2,1,0,4,2,3,2,0,752.3295795099064,638.5429737941271,1.9452761341222868,2021-07-10,Belgium,,Plan 3
3,0,2,4,2,0,0,4,2,3,2,0,801.0042619489079,675.8701545153634,1.7391617357001965,2021-07-11,Belgium,,Plan 3
3,0,2,4,2,0,0,4,2,3,2,0,855.5194363354162,716.9850853923557,1.7391617357001965,2021-07-12,Belgium,,Plan 3
3,0,2,4,2,0,0,4,2,3,2,0,915.7351731173944,762.2783694285,1.7391617357001965,2021-07-13,Belgium,,Plan 3
3,0,2,4,2,0,0,4,2,3,2,0,981.7913523499832,812.1651758100527,1.7391617357001965,2021-07-14,Belgium,,Plan 3
3,0,2,4,2,0,0,4,2,3,2,0,1053.949172481254,867.0942505912682,1.7391617357001965,2021-07-15,Belgium,,Plan 3
3,0,2,4,2,0,0,4,2,3,2,0,1132.5399552680146,927.5527044301252,1.7391617357001965,2021-07-16,Belgium,,Plan 3
3,0,2,4,2,0,0,4,2,3,2,0,1217.948544882357,994.0696994833324,1.7391617357001965,2021-07-17,Belgium,,Plan 3
3,0,2,4,2,0,0,4,2,3,2,0,1310.6081424728782,1066.8702538438995,1.7391617357001965,2021-07-18,Belgium,,Plan 3
3,0,2,4,2,0,0,4,2,3,2,0,1410.999164534816,1146.2245007295282,1.7391617357001965,2021-07-19,Belgium,,Plan 3
3,0,2,4,2,0,0,4,2,3,2,0,1519.6497166017225,1232.4980069415749,1.7391617357001965,2021-07-20,Belgium,,Plan 3
3,0,2,4,2,0,0,4,2,3,2,0,1637.1368757382843,1326.1187959970466,1.7391617357001965,2021-07-21,Belgium,,Plan 3
3,0,2,4,2,0,0,4,2,3,2,0,1764.0884731999536,1427.5672675282894,1.7391617357001965,2021-07-22,Belgium,,Plan 3
3,0,2,4,2,0,0,4,2,3,2,0,1901.185258725817,1537.3737394508328,1.7391617357001965,2021-07-23,Belgium,,Plan 3
3,0,2,4,2,0,0,4,2,3,2,0,2049.163380591961,1656.118715980776,1.7391617357001965,2021-07-24,Belgium,,Plan 3
3,0,2,4,2,1,0,4,2,3,2,0,2202.363807459935,1783.5123824074983,1.9452761341222868,2021-07-25,Belgium,,Plan 3
3,0,2,4,2,1,0,4,2,3,2,0,2361.1923265791243,1919.2542626995423,1.9452761341222868,2021-07-26,Belgium,,Plan 3
3,0,2,4,2,1,0,4,2,3,2,0,2527.205377545579,2063.190785691522,1.9452761341222868,2021-07-27,Belgium,,Plan 3
3,0,2,4,2,1,0,4,2,3,2,0,2701.421007889956,2215.231375998904,1.9452761341222868,2021-07-28,Belgium,,Plan 3
